epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,40.5215,0.80376,1.75915,1.26724,0.0061,1,0.9125,0.59937,0.94159,3.48732,1.54043,0.000201034,0.000201034,0.000201034
16,43.167,0.60641,1.48872,1.04676,0.01937,0.66667,0.66781,0.55065,1.03566,3.55762,1.64705,0.000212918,0.000212918,0.000212918
17,45.8217,0.77151,1.31303,1.1334,0.47738,0.66667,0.66781,0.53383,1.32888,3.67019,1.87625,0.000224472,0.000224472,0.000224472
18,48.4068,0.85236,1.31944,1.2194,0.47738,0.66667,0.66781,0.53383,1.32888,3.67019,1.87625,0.000235695,0.000235695,0.000235695
19,51.0509,0.73584,1.23533,1.09275,0.75294,0.66667,0.66773,0.53435,1.2646,3.49523,1.85616,0.000246589,0.000246589,0.000246589
20,53.9094,0.66055,1.33167,1.03028,0.75294,0.66667,0.66773,0.53435,1.2646,3.49523,1.85616,0.000257153,0.000257153,0.000257153
21,56.9731,0.62171,1.19174,1.02661,0.67428,0.66667,0.764,0.51094,1.06607,3.48935,1.75359,0.000267387,0.000267387,0.000267387
22,59.612,0.7619,1.07036,1.02875,0.67428,0.66667,0.764,0.51094,1.06607,3.48935,1.75359,0.00027729,0.00027729,0.00027729
23,62.6435,0.6799,1.38406,1.10392,0.63815,0.66667,0.755,0.62661,0.82863,3.25835,1.51995,0.000286864,0.000286864,0.000286864
24,65.3919,0.74324,1.32421,1.15924,0.63815,0.66667,0.755,0.62661,0.82863,3.25835,1.51995,0.000296108,0.000296108,0.000296108
25,68.1211,0.74978,1.34835,1.15021,0.85001,1,0.995,0.7315,1.08927,3.09035,1.70288,0.000305021,0.000305021,0.000305021
26,70.8379,0.61516,1.33536,1.02063,0.85001,1,0.995,0.7315,1.08927,3.09035,1.70288,0.000313604,0.000313604,0.000313604
27,73.587,0.89661,1.19112,1.22897,0.99278,1,0.995,0.75335,1.08955,3.04718,1.68043,0.000321858,0.000321858,0.000321858
28,76.4161,0.71749,1.1486,1.12572,0.99278,1,0.995,0.75335,1.08955,3.04718,1.68043,0.000329781,0.000329781,0.000329781
29,79.4873,0.68856,1.28705,1.07697,1,0.96249,0.995,0.76449,1.04219,2.88763,1.5907,0.000337374,0.000337374,0.000337374
30,82.2521,0.70517,1.37882,0.99467,1,0.96249,0.995,0.76449,1.04219,2.88763,1.5907,0.000344637,0.000344637,0.000344637
31,84.8906,0.73064,1.21993,1.16358,1,0.84204,0.995,0.73092,1.00764,2.85846,1.53884,0.00035157,0.00035157,0.00035157
32,87.4529,0.59157,1.1393,1.06768,1,0.84204,0.995,0.73092,1.00764,2.85846,1.53884,0.000358173,0.000358173,0.000358173
33,90.1245,0.67208,1.08525,1.02,1,0.89657,0.995,0.76385,0.97831,2.73021,1.53745,0.000364446,0.000364446,0.000364446
34,92.7201,0.61296,0.90032,1.04209,1,0.89657,0.995,0.76385,0.97831,2.73021,1.53745,0.000370389,0.000370389,0.000370389
35,95.3371,0.52211,0.89309,1.06398,1,0.92987,0.995,0.76386,0.93825,2.66013,1.51532,0.000376002,0.000376002,0.000376002
36,98.0407,0.79452,1.01824,1.15406,1,0.92987,0.995,0.76386,0.93825,2.66013,1.51532,0.000381285,0.000381285,0.000381285
37,101.024,0.74779,1.27523,1.06681,1,0.92919,0.995,0.79677,0.89321,2.68748,1.51142,0.000386237,0.000386237,0.000386237
38,104.109,0.88666,1.45237,1.21562,1,0.92919,0.995,0.79677,0.89321,2.68748,1.51142,0.00039086,0.00039086,0.00039086
39,107.538,0.78197,1.2012,1.10578,1,0.92572,0.995,0.79677,0.85853,2.7209,1.52267,0.000395152,0.000395152,0.000395152
40,110.268,0.61377,1.04318,1.00379,1,0.92572,0.995,0.79677,0.85853,2.7209,1.52267,0.000399115,0.000399115,0.000399115
41,112.979,0.49004,0.95694,0.88735,1,0.95174,0.995,0.79678,0.88041,2.62357,1.58808,0.000402747,0.000402747,0.000402747
42,115.581,0.60904,0.91867,0.95724,1,0.95174,0.995,0.79678,0.88041,2.62357,1.58808,0.00040605,0.00040605,0.00040605
43,118.201,0.44998,1.08014,0.95282,1,0.97459,0.995,0.74702,0.90227,2.48998,1.60109,0.000409022,0.000409022,0.000409022
44,121.07,0.52179,1.00843,1.11668,1,0.97459,0.995,0.74702,0.90227,2.48998,1.60109,0.000411664,0.000411664,0.000411664
45,123.704,0.48956,0.89678,0.98116,1,0.9826,0.995,0.76384,0.87811,2.45645,1.55579,0.000413976,0.000413976,0.000413976
46,126.365,0.49497,1.11263,0.9077,1,0.9826,0.995,0.76384,0.87811,2.45645,1.55579,0.000415958,0.000415958,0.000415958
47,129.141,0.68781,0.96197,1.07089,1,0.97462,0.995,0.82965,0.81926,2.55035,1.44651,0.00041761,0.00041761,0.00041761
48,131.754,0.51802,0.9508,0.93482,1,0.97462,0.995,0.82965,0.81926,2.55035,1.44651,0.000418932,0.000418932,0.000418932
49,134.4,0.60017,0.94201,0.90263,1,0.97414,0.995,0.77988,0.84359,2.53355,1.28831,0.000419924,0.000419924,0.000419924
50,137.008,0.79475,1.13739,1.1731,1,0.97414,0.995,0.77988,0.84359,2.53355,1.28831,0.000420586,0.000420586,0.000420586
51,139.662,0.70915,0.98512,0.98617,1,0.95047,0.995,0.81281,0.82059,2.58226,1.20902,0.000420918,0.000420918,0.000420918
52,142.422,0.70478,1.004,1.01562,1,0.95047,0.995,0.81281,0.82059,2.58226,1.20902,0.000420919,0.000420919,0.000420919
53,145.002,0.5867,0.96062,1.04948,1,0.95047,0.995,0.81281,0.82059,2.58226,1.20902,0.000420591,0.000420591,0.000420591
54,147.686,0.74331,1.02311,1.09727,1,0.9401,0.995,0.81281,0.74447,2.69746,1.18155,0.000419932,0.000419932,0.000419932
55,150.29,0.57733,0.97607,1.07874,1,0.9401,0.995,0.81281,0.74447,2.69746,1.18155,0.000418944,0.000418944,0.000418944
56,152.806,0.55728,0.84675,0.93955,1,0.9401,0.995,0.81281,0.74447,2.69746,1.18155,0.000417625,0.000417625,0.000417625
57,155.465,0.52626,0.87244,0.90736,1,0.89153,0.995,0.82962,0.77078,2.69961,1.27854,0.000415977,0.000415977,0.000415977
58,158.135,0.52577,1.02356,0.93919,1,0.89153,0.995,0.82962,0.77078,2.69961,1.27854,0.000413998,0.000413998,0.000413998
59,160.725,0.4921,0.89002,1.00108,1,0.89153,0.995,0.82962,0.77078,2.69961,1.27854,0.000411689,0.000411689,0.000411689
60,163.399,0.67049,1.11346,1.05317,1,0.90725,0.995,0.79669,0.73435,2.72028,1.30721,0.00040905,0.00040905,0.00040905
61,166.119,0.58432,1.28201,1.10623,1,0.90725,0.995,0.79669,0.73435,2.72028,1.30721,0.000406081,0.000406081,0.000406081
62,168.682,0.57352,1.01386,1.06497,1,0.90725,0.995,0.79669,0.73435,2.72028,1.30721,0.000402782,0.000402782,0.000402782
63,171.377,0.47059,1.1841,0.8855,1,0.92683,0.995,0.84645,0.69635,2.57593,1.31006,0.000399153,0.000399153,0.000399153
64,174.052,0.63517,1.09645,1.02239,1,0.92683,0.995,0.84645,0.69635,2.57593,1.31006,0.000395194,0.000395194,0.000395194
65,176.607,0.41108,1.09998,0.92217,1,0.92683,0.995,0.84645,0.69635,2.57593,1.31006,0.000390905,0.000390905,0.000390905
66,179.24,0.59567,0.91904,1.01177,1,0.94943,0.995,0.82963,0.69293,2.33425,1.28053,0.000386286,0.000386286,0.000386286
67,181.892,0.61023,1.03102,0.96716,1,0.94943,0.995,0.82963,0.69293,2.33425,1.28053,0.000381336,0.000381336,0.000381336
68,184.429,0.58006,0.97965,0.99178,1,0.94943,0.995,0.82963,0.69293,2.33425,1.28053,0.000376057,0.000376057,0.000376057
69,187.06,0.51601,0.88251,1.03417,1,0.96874,0.995,0.83027,0.72878,2.11979,1.2493,0.000370447,0.000370447,0.000370447
70,189.67,0.47394,0.86948,0.93155,1,0.96874,0.995,0.83027,0.72878,2.11979,1.2493,0.000364508,0.000364508,0.000364508
71,192.293,0.70033,1.15621,1.06858,1,0.96874,0.995,0.83027,0.72878,2.11979,1.2493,0.000358238,0.000358238,0.000358238
72,196,0.49674,0.86934,0.93645,1,0.97385,0.995,0.83027,0.77102,2.21177,1.26651,0.000351639,0.000351639,0.000351639
73,198.687,0.50081,0.84563,0.96459,1,0.97385,0.995,0.83027,0.77102,2.21177,1.26651,0.000344709,0.000344709,0.000344709
74,201.257,0.42894,0.91472,0.95101,1,0.97385,0.995,0.83027,0.77102,2.21177,1.26651,0.000337449,0.000337449,0.000337449
75,204.135,0.51417,0.93255,1.02039,1,0.98281,0.995,0.82963,0.79016,2.2619,1.2346,0.000329859,0.000329859,0.000329859
76,206.761,0.51758,0.89076,1.00366,1,0.98281,0.995,0.82963,0.79016,2.2619,1.2346,0.000321939,0.000321939,0.000321939
77,209.301,0.5686,0.82595,1.02812,1,0.98281,0.995,0.82963,0.79016,2.2619,1.2346,0.000313689,0.000313689,0.000313689
78,211.965,0.52476,0.88509,0.94103,1,0.99778,0.995,0.82963,0.7675,2.26455,1.21429,0.000305109,0.000305109,0.000305109
79,214.634,0.42477,0.87926,0.89174,1,0.99778,0.995,0.82963,0.7675,2.26455,1.21429,0.000296199,0.000296199,0.000296199
80,217.149,0.39,0.74143,0.94619,1,0.99778,0.995,0.82963,0.7675,2.26455,1.21429,0.000286959,0.000286959,0.000286959
81,219.82,0.4743,0.80014,0.95354,0.97069,1,0.995,0.8632,0.73281,2.14387,1.18916,0.000277389,0.000277389,0.000277389
82,222.407,0.62241,0.92044,1.03469,0.97069,1,0.995,0.8632,0.73281,2.14387,1.18916,0.000267488,0.000267488,0.000267488
83,224.966,0.49179,0.82468,1.00182,0.97069,1,0.995,0.8632,0.73281,2.14387,1.18916,0.000257258,0.000257258,0.000257258
84,227.637,0.50349,1.24956,0.98199,0.95777,1,0.995,0.8632,0.73695,2.01166,1.19754,0.000246698,0.000246698,0.000246698
85,230.303,0.41305,0.71984,0.92737,0.95777,1,0.995,0.8632,0.73695,2.01166,1.19754,0.000235807,0.000235807,0.000235807
86,232.867,0.32068,0.80459,0.83254,0.95777,1,0.995,0.8632,0.73695,2.01166,1.19754,0.000224587,0.000224587,0.000224587
87,235.64,0.44602,0.75963,0.90866,0.95777,1,0.995,0.8632,0.73695,2.01166,1.19754,0.000213036,0.000213036,0.000213036
88,238.279,0.51355,1.18786,1.09029,0.97154,1,0.995,0.8412,0.77713,1.92794,1.24244,0.000201155,0.000201155,0.000201155
89,240.989,0.51978,0.84285,1.06041,0.97154,1,0.995,0.8412,0.77713,1.92794,1.24244,0.000188944,0.000188944,0.000188944
90,243.596,0.55234,0.83852,0.95341,0.97154,1,0.995,0.8412,0.77713,1.92794,1.24244,0.000176404,0.000176404,0.000176404
91,246.46,0.43573,1.4524,0.99575,0.97154,1,0.995,0.8412,0.77713,1.92794,1.24244,0.000163533,0.000163533,0.000163533
92,249.105,0.32895,1.21812,0.82625,0.9784,1,0.995,0.79727,0.79711,1.84273,1.2747,0.000150332,0.000150332,0.000150332
93,251.665,0.42481,1.34221,0.99732,0.9784,1,0.995,0.79727,0.79711,1.84273,1.2747,0.000136801,0.000136801,0.000136801
94,254.193,0.42796,1.25098,0.95362,0.9784,1,0.995,0.79727,0.79711,1.84273,1.2747,0.00012294,0.00012294,0.00012294
95,256.839,0.31115,1.07997,0.84905,0.9784,1,0.995,0.79727,0.79711,1.84273,1.2747,0.000108748,0.000108748,0.000108748
96,259.537,0.51308,1.41425,0.90588,0.98379,1,0.995,0.79727,0.81065,1.76575,1.28959,9.42272e-05,9.42272e-05,9.42272e-05
97,262.161,0.33116,1.21512,0.77319,0.98379,1,0.995,0.79727,0.81065,1.76575,1.28959,7.93759e-05,7.93759e-05,7.93759e-05
98,264.755,0.39671,1.23406,0.95687,0.98379,1,0.995,0.79727,0.81065,1.76575,1.28959,6.41945e-05,6.41945e-05,6.41945e-05
99,267.321,0.31779,1.17854,0.87537,0.98379,1,0.995,0.79727,0.81065,1.76575,1.28959,4.86831e-05,4.86831e-05,4.86831e-05
100,269.88,0.31835,1.19309,0.81312,0.98509,1,0.995,0.79728,0.82343,1.68872,1.30692,3.28416e-05,3.28416e-05,3.28416e-05
